15822,8328.24073087883
15823,16870.977149100057
15824,26162.506590858517
15825,6598.998201044461
15827,17500.52209921749
15828,8827.190990150644
15829,8264.36849953729
15830,10257.360208296715
15831,6615.96810677786
15832,11044.631775910966
15833,29547.88783203001
15834,7211.437007801605
15836,16529.254231037292
15838,12529.573244217858
15840,8251.991621638439
15841,16749.795529057297
15842,26063.11043059872
15843,6500.963632021103
15844,17439.250493577892
15845,8861.230771061533
15846,8297.046689211742
15847,10247.829069641666
15848,11069.140418166804
15849,6673.154938708151
15850,20552.436258332968
15851,7204.629051619428
15852,17459.674362124424
15853,8499.996248439646
15854,16488.40649394423
15855,12547.27393029152
15856,6601.925597224493
15857,20545.49213589049
15858,16753.880302766604
15859,26041.324970815753
15860,6510.494770676151
15861,8827.190990150644
15862,10241.021113459488
15863,8268.330716475666
15864,8417.806129617644
15865,19674.183191419394
15866,8288.87714179313
15867,6503.863809222391
15868,20511.588521239904
15869,11035.100637255917
15870,29542.44146708427
15871,7181.482000600025
15873,20895.062319812514
15874,19633.335454326327
15875,20488.3053039602
15876,16733.456434220072
15877,26008.646781141302
15878,10999.699265108593
15879,8390.574304888933
15880,8793.151209239757
15881,18430.4882714037
15882,20422.948924611293
15883,8215.351215025612
15884,10177.026325347018
15885,8294.20094996794
15887,6476.454989765263
15888,20525.204433604256
15889,29569.67329181298
15890,7174.674044417847
15891,17416.103442558488
15892,8538.12080305984
15893,19645.58977545425
15894,6572.397187211923
15895,20477.548740329014
15897,8816.29826025916
15898,8260.283725827983
15899,10996.976082635721
15900,6555.631495185685
15901,19653.759322872862
15902,20542.768953417617
15903,8167.5729649794375
15904,16693.97028836344
15905,25954.18313168388
15906,6421.991340307843
15907,7097.063343941021
15908,17339.854333318097
15909,8452.340555164403
15910,12509.149375671324
15912,8224.75979690973
15913,16702.139835782054
15914,6561.504457320439
15915,29492.062591336155
15916,17349.385471973146
15918,20432.48006326634
15919,8196.288937715513
15920,10166.133595455534
15921,25936.482445610218
15922,6389.31315063339
15923,8404.684861889158
15924,8310.240421939237
15925,12458.77049992321
15926,6496.148077971534
15927,20376.790988832785
15928,10926.173338341076
15929,8172.229622708695
15930,8228.844570619036
15932,8752.30347214669
15933,12492.8102808341
15934,8230.328718626402
15935,10220.597244912957
15936,29504.316912464074
15937,7116.125621251119
15939,6484.624537183877
15940,17343.939107027403
15941,8355.172932741609
15942,8772.727340693224
15943,10107.585172288807
15944,11024.207907364433
15945,19604.742038361182
15947,20446.095975630695
15949,16680.354375999086
15950,25967.799044048235
15951,6479.808983134308
15952,20372.70621512348
15953,7125.656759906167
15954,8370.645080978271
15955,12423.369127775886
15957,8113.109315522016
15958,6382.505194451212
15959,10905.749469794542
15960,29403.559160967845
15961,7050.769241902214
15962,16397.179881103046
15963,8741.410742255206
15964,19577.51021363247
15965,10217.874062440085
15966,16537.387296173354
